      	         grab_single	11/11/2015 09:58:53:030000	Started capturing frames
      	         grab_single	11/11/2015 09:58:53:030000	Waiting for image (10 miliseconds)
      	         grab_single	11/11/2015 09:58:53:030000	Image retrived
      	         grab_single	11/11/2015 09:58:53:030000	Checking DMA length
      	         grab_single	11/11/2015 09:58:53:030000	DMA length is OK.
      	         grab_single	11/11/2015 09:58:53:030000	Getting frame buffer address
      	         grab_single	11/11/2015 09:58:53:030000	Frame buffer address was successfully retrieved
      	         grab_single	11/11/2015 09:58:53:030000	Stopping frame aquisition
      	         grab_single	11/11/2015 09:58:53:030000	Stopped frame aquisition
      	         grab_single	11/11/2015 09:58:53:030000	Getting actual image size
